Year,Site,Treatment,Block,Plot,Species,Rel.cover,Accepted.Latin.Name.or.category,functional_group,Total.cover,Abs.cover
2011,06MAT,F10,1,5,Led pal,4.6,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,1,6,Led pal,6.9,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,1,7,Led pal,6.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,1,8,Led pal,3,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,1,Led pal,1.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,2,Led pal,7.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,3,Led pal,15.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,4,Led pal,20.3,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,5,Led pal,21.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,6,Led pal,21.9,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,7,Led pal,19.6,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,2,8,Led pal,13.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,1,Led pal,15.8,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,2,Led pal,17.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,3,Led pal,16.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,4,Led pal,23,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,5,Led pal,18.7,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,6,Led pal,14.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,7,Led pal,22.1,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,2,8,Led pal,11.6,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,1,Led pal,1.1,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,2,Led pal,12.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,3,Led pal,6,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,4,Led pal,22.7,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,5,Led pal,5.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,6,Led pal,2.9,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,7,Led pal,1.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,2,8,Led pal,1.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,1,Led pal,6.1,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,2,Led pal,4.3,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,3,Led pal,5.1,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,4,Led pal,2.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,5,Led pal,7.2,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,6,Led pal,5.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,7,Led pal,3.1,Ledum palustre,evergreen,NA,NA
2011,06MAT,CT,3,8,Led pal,3.3,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,1,Led pal,14,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,2,Led pal,4.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,3,Led pal,6.3,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,4,Led pal,11.7,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,5,Led pal,14.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,6,Led pal,11.4,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,7,Led pal,25.8,Ledum palustre,evergreen,NA,NA
2011,06MAT,F5,3,8,Led pal,16,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,1,Led pal,4.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,2,Led pal,8.6,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,3,Led pal,8,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,4,Led pal,4.5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,5,Led pal,2.7,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,6,Led pal,7,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,7,Led pal,5,Ledum palustre,evergreen,NA,NA
2011,06MAT,F10,3,8,Led pal,6.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,1,Led pal,13.1,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,2,Led pal,12.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,3,Led pal,13.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,4,Led pal,7.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,5,Led pal,18.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,6,Led pal,10.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,7,Led pal,23.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,1,8,Led pal,5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,1,Led pal,28.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,2,Led pal,10.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,3,Led pal,9.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,4,Led pal,6.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,5,Led pal,5.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,6,Led pal,23.1,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,7,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,1,8,Led pal,24.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,1,Led pal,24.1,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,2,Led pal,18.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,3,Led pal,3.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,4,Led pal,1.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,5,Led pal,11.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,6,Led pal,5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,7,Led pal,3.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,1,8,Led pal,7.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,1,Led pal,9.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,2,Led pal,9.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,3,Led pal,9.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,4,Led pal,13.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,5,Led pal,7.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,6,Led pal,16.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,7,Led pal,4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,1,8,Led pal,1.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,1,Led pal,5.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,2,Led pal,5.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,3,Led pal,23,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,4,Led pal,14,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,5,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,6,Led pal,12.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,7,Led pal,19.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,2,8,Led pal,3.3,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,1,Led pal,27.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,2,Led pal,19.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,3,Led pal,12.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,4,Led pal,21.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,5,Led pal,15.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,6,Led pal,20.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,7,Led pal,10.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,2,8,Led pal,13.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,1,Led pal,16.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,2,Led pal,25.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,3,Led pal,10,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,4,Led pal,16.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,5,Led pal,12.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,6,Led pal,19.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,7,Led pal,26.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,2,8,Led pal,21.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,1,Led pal,8.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,2,Led pal,23.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,3,Led pal,16.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,4,Led pal,31.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,5,Led pal,12.2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,6,Led pal,4.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,7,Led pal,3,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,2,8,Led pal,1.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,1,Led pal,8.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,2,Led pal,7.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,3,Led pal,13.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,4,Led pal,12.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,5,Led pal,10.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,6,Led pal,5.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,7,Led pal,8.3,Ledum palustre,evergreen,NA,NA
2012,06MAT,CT,3,8,Led pal,6.3,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,1,Led pal,16.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,2,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,3,Led pal,25.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,4,Led pal,14.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,5,Led pal,10.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,6,Led pal,13.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,7,Led pal,15.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F2,3,8,Led pal,13.4,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,1,Led pal,12.1,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,2,Led pal,10.1,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,3,Led pal,14.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,4,Led pal,10.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,5,Led pal,6.3,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,6,Led pal,22,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,7,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2012,06MAT,F5,3,8,Led pal,19.8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,1,Led pal,2,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,2,Led pal,10.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,3,Led pal,8,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,4,Led pal,4.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,5,Led pal,16.7,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,6,Led pal,7.6,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,7,Led pal,8.9,Ledum palustre,evergreen,NA,NA
2012,06MAT,F10,3,8,Led pal,10.2,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,1,Led pal,12.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,2,Led pal,14.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,3,Led pal,19.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,4,Led pal,9.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,5,Led pal,13.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,6,Led pal,21.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,7,Led pal,9.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,1,8,Led pal,7.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,1,Led pal,32.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,2,Led pal,14.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,3,Led pal,17.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,4,Led pal,2.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,5,Led pal,5.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,6,Led pal,18.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,7,Led pal,17.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,1,8,Led pal,22.4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,1,Led pal,19.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,2,Led pal,0.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,3,Led pal,2.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,4,Led pal,7.2,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,5,Led pal,14,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,6,Led pal,10.2,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,7,Led pal,13.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,1,8,Led pal,22.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,1,Led pal,12.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,2,Led pal,12.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,3,Led pal,7.4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,4,Led pal,13.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,5,Led pal,10.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,6,Led pal,8.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,7,Led pal,10.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,1,8,Led pal,3.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,1,Led pal,11.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,2,Led pal,9.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,3,Led pal,13.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,4,Led pal,8.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,5,Led pal,33.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,6,Led pal,15.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,7,Led pal,21.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,2,8,Led pal,16.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,1,Led pal,21.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,2,Led pal,11.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,3,Led pal,26.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,4,Led pal,14.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,5,Led pal,17.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,6,Led pal,27,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,7,Led pal,21.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,2,8,Led pal,12.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,1,Led pal,22.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,2,Led pal,28.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,3,Led pal,18.2,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,4,Led pal,26.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,5,Led pal,10.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,6,Led pal,20.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,7,Led pal,33.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,2,8,Led pal,21.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,1,Led pal,6.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,2,Led pal,8.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,3,Led pal,16.4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,4,Led pal,24,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,5,Led pal,8.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,6,Led pal,0.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,7,Led pal,0.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,2,8,Led pal,2.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,1,Led pal,2,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,2,Led pal,8.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,3,Led pal,7.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,4,Led pal,3.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,5,Led pal,6.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,7,Led pal,10.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,CT,3,8,Led pal,3.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,1,Led pal,16.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,2,Led pal,17.4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,3,Led pal,28.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,4,Led pal,11.4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,5,Led pal,29.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,6,Led pal,21.9,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,7,Led pal,20.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F2,3,8,Led pal,13.8,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,1,Led pal,18.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,2,Led pal,19.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,3,Led pal,11,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,4,Led pal,13.1,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,5,Led pal,10.3,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,6,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,7,Led pal,20.7,Ledum palustre,evergreen,NA,NA
2013,06MAT,F5,3,8,Led pal,12.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,1,Led pal,1.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,2,Led pal,7.5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,3,Led pal,5.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,4,Led pal,4,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,5,Led pal,2.6,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,6,Led pal,8.2,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,7,Led pal,5,Ledum palustre,evergreen,NA,NA
2013,06MAT,F10,3,8,Led pal,7.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,1,Led pal,13.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,2,Led pal,12.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,3,Led pal,24.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,4,Led pal,18.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,5,Led pal,24.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,6,Led pal,31.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,7,Led pal,17.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,1,8,Led pal,12,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,1,Led pal,39.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,2,Led pal,30.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,3,Led pal,29,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,4,Led pal,19.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,5,Led pal,14.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,6,Led pal,33.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,7,Led pal,33.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,1,8,Led pal,41.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,1,Led pal,30.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,2,Led pal,31.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,3,Led pal,5.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,4,Led pal,16.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,5,Led pal,27.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,6,Led pal,11.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,7,Led pal,13.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,1,8,Led pal,22.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,1,Led pal,19.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,2,Led pal,15.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,3,Led pal,16.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,4,Led pal,20.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,5,Led pal,18.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,6,Led pal,10.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,7,Led pal,8.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,1,8,Led pal,2,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,1,Led pal,6.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,2,Led pal,7.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,3,Led pal,25.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,4,Led pal,18.8,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,5,Led pal,19.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,6,Led pal,22.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,7,Led pal,24.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,2,8,Led pal,19.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,1,Led pal,33.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,2,Led pal,22.5,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,3,Led pal,24.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,4,Led pal,22.8,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,5,Led pal,15.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,6,Led pal,21,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,7,Led pal,17.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,2,8,Led pal,15,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,1,Led pal,30.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,2,Led pal,31.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,3,Led pal,28,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,4,Led pal,36.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,5,Led pal,26.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,6,Led pal,19.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,7,Led pal,28.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,2,8,Led pal,34.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,1,Led pal,9.8,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,2,Led pal,10,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,3,Led pal,29,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,4,Led pal,36.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,5,Led pal,14.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,6,Led pal,9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,7,Led pal,8.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F10,2,8,Led pal,7.8,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,1,Led pal,8.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,2,Led pal,8.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,3,Led pal,8.7,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,4,Led pal,13,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,5,Led pal,16.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,6,Led pal,13.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,7,Led pal,6.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,CT,3,8,Led pal,9.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,1,Led pal,21.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,2,Led pal,23.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,3,Led pal,24.9,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,4,Led pal,20.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,5,Led pal,26.1,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,6,Led pal,22.3,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,7,Led pal,21.4,Ledum palustre,evergreen,NA,NA
2014,06MAT,F2,3,8,Led pal,17.6,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,3,1,Led pal,27.2,Ledum palustre,evergreen,NA,NA
2014,06MAT,F5,3,2,Led pal,14.3,Ledum palustre,evergreen,NA,NA
